872304,5535,100444.0,167.8,4529.8360#N#7334.74137#W,0#-8#84,30.0
872928,5535,100441.75,167.8,4529.8360#N#7334.74137#W,0#-8#80,30.375
872980,5839,100441.75,167.8,4529.8360#N#7334.74137#W,0#-8#80,30.375
873032,5535,100441.75,167.8,4529.8360#N#7334.74137#W,0#-8#80,30.375
873136,5535,100441.75,167.8,4529.8360#N#7334.74137#W,0#-8#80,30.375
873188,5535,100441.75,167.8,4529.8360#N#7334.74137#W,0#-8#80,30.375
873240,5535,100441.75,167.8,4529.8360#N#7334.74137#W,0#-8#76,30.375
873292,5535,100441.75,167.8,4529.8360#N#7334.74137#W,0#-8#80,30.375
873344,5535,100441.75,167.8,4529.8360#N#7334.74137#W,-4#-8#80,30.375
873396,0000,100441.75,167.8,4529.8360#N#7334.74137#W,-4#-8#76,30.375
873448,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-12#80,31.250
873500,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-8#80,31.250
873552,5535,100485.25,167.8,4529.8360#N#7334.74137#W,-4#-4#80,31.250
873604,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-4#80,31.250
873656,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-8#80,31.250
873708,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-8#80,31.250
873760,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-8#80,31.250
873812,0000,100485.25,167.8,4529.8360#N#7334.74137#W,0#-4#80,31.250
873864,0000,100485.25,167.8,4529.8360#N#7334.74137#W,0#0#76,31.250
873916,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-8#84,31.250
873968,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-4#80,31.250
874020,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-4#76,31.250
874072,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-4#80,31.250
874124,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-8#80,31.250
874176,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-8#80,31.250
874228,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-8#80,31.250
874280,0000,100485.25,167.8,4529.8360#N#7334.74137#W,0#-8#80,31.250
874332,5535,100485.25,167.8,4529.8360#N#7334.74137#W,0#-8#80,31.250
874384,5535,100485.25,167.8,4529.8360#N#7334.74137#W,-4#-8#80,31.250
874436,5535,100430.50,167.8,4529.8360#N#7334.74137#W,-4#-8#88,30.625
874488,5535,100430.50,167.8,4529.8360#N#7334.74137#W,-4#-4#76,30.625
874540,5535,100430.50,167.8,4529.8360#N#7334.74137#W,0#-4#80,30.625
874592,5535,100430.50,167.8,4529.8360#N#7334.74137#W,0#-4#80,30.625
874644,5535,100430.50,167.8,4529.8360#N#7334.74137#W,0#-8#84,30.625
874696,0000,100430.50,167.8,4529.8360#N#7334.74137#W,0#-4#80,30.625
874748,5535,100430.50,167.8,4529.8360#N#7334.74137#W,0#-8#80,30.625
874800,5535,100430.50,167.8,4529.8360#N#7334.74137#W,0#-12#84,30.625
874852,5535,100430.50,167.8,4529.8360#N#7334.74137#W,4#-8#80,30.625
874904,5535,100430.50,167.8,4529.8360#N#7334.74137#W,-4#-8#80,30.625
874956,5535,100430.50,167.8,4529.8360#N#7334.74137#W,4#-8#80,30.625
875008,5535,100430.50,167.8,4529.8360#N#7334.74137#W,0#-8#80,30.625
875060,5535,100430.50,167.8,4529.8360#N#7334.74137#W,0#-8#80,30.625
875112,0000,100430.50,167.8,4529.8360#N#7334.74137#W,0#0#80,30.625
875164,5535,100430.50,167.8,4529.8360#N#7334.74137#W,0#-4#84,30.625
875216,5535,100430.50,167.8,4529.8360#N#7334.74137#W,4#-8#84,30.625
875268,5535,100430.50,167.8,4529.8360#N#7334.74137#W,0#-8#80,30.625
875320,5535,100430.50,167.8,4529.8360#N#7334.74137#W,0#0#80,30.625
875372,5535,100430.50,167.8,4529.8360#N#7334.74137#W,0#-8#80,30.625
875424,5535,100459.75,167.8,4529.8360#N#7334.74137#W,0#-8#76,31.875
875476,5535,100459.75,167.8,4529.8360#N#7334.74137#W,0#-8#80,31.875
